5000,13.943,0.592,0.15,3,3
5000,3.337,0.623,0.16,3,1
5000,4.352,0.624,0.165,7,3
5000,1.891,0.657,0.174,3,0.5
5000,3.396,0.671,0.193,15,3
5000,2.457,0.72,0.211,7,1
5000,6.561,0.737,0.191,15,1
5000,6.662,0.741,0.197,15,0.5
5000,6.493,0.764,0.202,15,0.1
5000,3.905,0.783,0.209,7,0.5
5000,2.302,0.835,0.211,3,0.1
5000,4.523,0.842,0.216,7,0.1
