5000,0.764,0.596,0.015,0.063,67,17,1,0.003
5000,0.775,0.596,0.012,0.063,67,17,1,0.01
5000,0.776,0.596,0.006,0.063,67,17,1,0.1
5000,0.729,0.596,0.012,0.063,67,37,1,0.1
5000,0.696,0.596,0.005,0.063,33,17,1,0.5
5000,0.703,0.596,0.022,0.063,33,37,1,0.5
5000,0.813,0.596,0.016,0.063,67,17,1,0.5
5000,0.814,0.596,0.023,0.063,67,37,1,0.5
5000,0.764,0.596,0.013,0.063,67,17,3,0.003
5000,0.764,0.596,0.018,0.063,67,17,3,0.01
5000,0.777,0.596,0.011,0.063,67,17,3,0.5
5000,0.755,0.596,0.002,0.063,67,17,7,0.01
5000,0.75,0.596,0.005,0.063,67,17,7,0.1
5000,0.756,0.596,0.015,0.063,67,17,7,0.5
5000,0.764,0.596,0.012,0.063,67,17,15,0.003
5000,0.755,0.596,0.01,0.063,67,17,15,0.1
5000,0.762,0.596,0.018,0.063,67,17,15,0.5
5000,0.648,0.597,0.024,0.064,33,17,1,0.1
5000,0.764,0.597,0.013,0.063,67,17,3,0.1
5000,0.694,0.597,0.015,0.064,67,37,3,0.5
5000,0.768,0.597,0.013,0.063,67,17,7,0.003
5000,0.763,0.597,0.014,0.063,67,17,15,0.01
5000,0.645,0.598,0.022,0.063,33,17,1,0.003
5000,0.631,0.598,0.007,0.063,33,17,1,0.01
5000,0.604,0.598,0.014,0.064,33,37,1,0.1
5000,0.642,0.598,0.027,0.063,33,17,3,0.003
5000,0.622,0.598,0.007,0.063,33,17,3,0.01
5000,0.631,0.598,0.014,0.063,33,17,3,0.1
5000,0.624,0.598,0.011,0.064,33,17,3,0.5
5000,0.644,0.598,0.019,0.063,33,17,7,0.003
5000,0.623,0.598,0.008,0.063,33,17,7,0.01
5000,0.64,0.598,0.021,0.063,33,17,7,0.1
5000,0.675,0.598,0.018,0.063,67,37,7,0.1
5000,0.624,0.598,0.005,0.063,33,17,7,0.5
5000,0.667,0.598,0.011,0.063,67,37,7,0.5
5000,0.64,0.598,0.023,0.063,33,17,15,0.003
5000,0.642,0.598,0.027,0.063,33,17,15,0.01
5000,0.641,0.598,0.019,0.063,33,17,15,0.1
5000,0.64,0.598,0.021,0.063,33,17,15,0.5
5000,0.673,0.599,0.017,0.063,67,37,1,0.003
5000,0.675,0.599,0.029,0.063,67,37,1,0.01
5000,0.675,0.599,0.021,0.063,67,37,3,0.003
5000,0.671,0.599,0.022,0.063,67,37,3,0.01
5000,0.669,0.599,0.015,0.063,67,37,3,0.1
5000,0.581,0.599,0.019,0.064,33,37,3,0.5
5000,0.68,0.599,0.013,0.063,67,37,7,0.003
5000,0.661,0.599,0.02,0.063,67,37,7,0.01
5000,0.655,0.599,0.019,0.063,67,37,15,0.003
5000,0.659,0.599,0.012,0.063,67,37,15,0.01
5000,0.67,0.599,0.022,0.063,67,37,15,0.1
5000,0.655,0.599,0.014,0.063,67,37,15,0.5
5000,0.572,0.603,0.022,0.064,33,37,1,0.003
5000,0.569,0.603,0.018,0.064,33,37,3,0.003
5000,0.568,0.603,0.019,0.063,33,37,3,0.01
5000,0.566,0.603,0.015,0.064,33,37,3,0.1
5000,0.571,0.603,0.02,0.063,33,37,7,0.003
5000,0.574,0.603,0.026,0.063,33,37,7,0.01
5000,0.571,0.603,0.019,0.064,33,37,7,0.1
5000,0.573,0.603,0.026,0.064,33,37,7,0.5
5000,0.572,0.603,0.021,0.063,33,37,15,0.003
5000,0.572,0.603,0.024,0.063,33,37,15,0.01
5000,0.57,0.603,0.021,0.064,33,37,15,0.1
5000,0.572,0.603,0.023,0.064,33,37,15,0.5
5000,0.567,0.604,0.017,0.063,33,37,1,0.01
