5000,200000,3.612,0.0,0.0
5000,300000,5.438,0.0,0.0
5000,150000,2.707,0.461,0.0
5000,100000,1.773,0.468,0.0
5000,50000,0.887,0.471,0.0
5000,30000,0.531,0.604,0.0
5000,20000,0.355,0.641,0.0
5000,10000,0.177,0.665,0.0
5000,5000,0.105,0.686,0.0
5000,1000,0.027,0.736,0.0
