5000,200000,301.314,0.0,0.0,0.0,3,83,1,0.1
5000,300000,443.774,0.0,0.0,0.0,3,83,1,0.1
5000,150000,212.354,0.535,0.0,0.12,3,83,1,0.1
5000,100000,141.877,0.541,0.0,0.123,3,83,1,0.1
5000,50000,64.243,0.55,0.0,0.126,3,83,1,0.1
5000,30000,41.382,0.631,0.0,0.067,3,83,1,0.1
5000,20000,25.534,0.671,0.0,0.065,3,83,1,0.1
5000,10000,12.033,0.696,0.0,0.072,3,83,1,0.1
5000,5000,6.525,0.721,0.0,0.078,3,83,1,0.1
5000,1000,1.414,0.793,0.0,0.083,3,83,1,0.1
