37.919,0.502,0.1,3,3,1,0.5,3000
45.459,0.502,0.101,10,3,1,0.5,3000
35.428,0.502,0.101,10,7,1,0.5,3000
35.499,0.502,0.101,10,17,1,0.5,3000
35.892,0.502,0.101,10,37,1,0.5,3000
38.544,0.502,0.1,3,3,1,1,3000
51.191,0.502,0.1,10,3,1,1,3000
49.743,0.502,0.1,10,7,1,1,3000
49.733,0.502,0.1,10,17,1,1,3000
50.33,0.502,0.1,10,37,1,1,3000
38.688,0.502,0.1,3,3,1,3,3000
32.421,0.502,0.101,3,7,1,3,3000
34.73,0.502,0.1,3,17,1,3,3000
37.504,0.502,0.1,3,37,1,3,3000
75.168,0.502,0.1,10,3,1,3,3000
74.609,0.502,0.1,10,7,1,3,3000
74.52,0.502,0.1,10,17,1,3,3000
71.264,0.502,0.1,10,37,1,3,3000
46.155,0.502,0.1,10,3,3,0.5,3000
46.628,0.502,0.101,10,3,3,1,3000
35.575,0.502,0.1,3,3,3,3,3000
26.835,0.502,0.101,3,7,3,3,3000
33.708,0.502,0.1,3,17,3,3,3000
29.005,0.502,0.101,3,37,3,3,3000
66.479,0.502,0.1,10,3,3,3,3000
51.303,0.502,0.1,10,7,3,3,3000
54.595,0.502,0.1,10,17,3,3,3000
54.747,0.502,0.1,10,37,3,3,3000
23.241,0.503,0.101,3,7,1,1,3000
23.196,0.503,0.101,3,17,1,1,3000
22.915,0.503,0.101,3,37,1,1,3000
22.059,0.503,0.102,1,17,1,3,3000
25.017,0.503,0.101,3,3,3,1,3000
30.234,0.503,0.101,10,7,3,1,3000
21.755,0.503,0.102,10,17,3,1,3000
19.094,0.503,0.102,10,37,3,1,3000
28.869,0.504,0.101,10,7,3,0.5,3000
15.797,0.505,0.102,3,37,1,0.5,3000
17.52,0.505,0.102,1,3,1,3,3000
21.107,0.505,0.103,1,7,1,3,3000
14.463,0.506,0.102,3,7,1,0.5,3000
15.002,0.506,0.102,3,17,1,0.5,3000
21.089,0.506,0.101,3,3,3,0.5,3000
18.438,0.506,0.102,10,17,3,0.5,3000
15.864,0.506,0.103,1,3,3,3,3000
16.065,0.507,0.101,1,37,1,3,3000
12.695,0.507,0.104,3,7,3,1,3000
12.809,0.508,0.103,10,37,3,0.5,3000
13.383,0.509,0.104,1,37,3,3,3000
7.36,0.51,0.105,3,17,3,1,3000
11.078,0.511,0.105,1,3,1,1,3000
11.333,0.511,0.105,1,17,1,1,3000
9.88,0.511,0.104,1,3,3,1,3000
9.34,0.512,0.104,1,37,1,1,3000
6.196,0.512,0.106,3,37,3,1,3000
8.188,0.512,0.104,1,7,3,3,3000
10.246,0.512,0.105,1,17,3,3,3000
9.822,0.513,0.104,1,7,1,1,3000
10.624,0.513,0.102,3,7,3,0.5,3000
8.515,0.515,0.103,1,3,1,0.5,3000
8.328,0.516,0.101,1,3,3,0.5,3000
5.849,0.517,0.105,1,17,1,0.5,3000
5.222,0.52,0.107,1,37,1,0.5,3000
5.05,0.521,0.107,1,7,1,0.5,3000
4.72,0.523,0.104,3,17,3,0.5,3000
3.789,0.525,0.107,1,7,3,1,3000
3.71,0.527,0.104,1,7,3,0.5,3000
2.654,0.529,0.11,1,17,3,1,3000
2.456,0.53,0.108,3,37,3,0.5,3000
1.92,0.533,0.114,1,37,3,1,3000
1.562,0.541,0.106,1,17,3,0.5,3000
1.058,0.544,0.112,1,37,3,0.5,3000
