100,0.519,0.507,0.029,0.031,1,1
500,2.652,0.529,0.233,0.04,1,1
1000,5.407,0.543,0.637,0.042,1,1
3000,15.623,0.581,0.578,0.054,1,1
5000,24.632,0.608,2.585,0.066,1,1
7000,35.891,0.632,2.101,0.078,1,1
10000,48.443,0.669,2.179,0.1,1,1
15000,64.909,0.719,3.665,0.133,1,1
