100,0.247,0.507,0.016,0.031,1,1
500,0.259,0.528,0.007,0.039,1,1
1000,0.265,0.543,0.008,0.041,1,1
3000,0.279,0.58,0.005,0.054,1,1
5000,0.32,0.608,0.01,0.066,1,1
7000,0.358,0.632,0.024,0.079,1,1
10000,0.483,0.669,0.025,0.101,1,1
15000,0.913,0.719,0.066,0.134,1,1
