100,0.848,0.521,0.026,0.033,3,83,1,0.1
500,4.228,0.542,0.257,0.04,3,83,1,0.1
1000,8.632,0.557,0.468,0.041,3,83,1,0.1
3000,24.33,0.594,1.616,0.054,3,83,1,0.1
5000,38.562,0.623,2.077,0.066,3,83,1,0.1
7000,54.207,0.648,2.737,0.078,3,83,1,0.1
10000,73.494,0.686,3.294,0.101,3,83,1,0.1
15000,110.63,0.737,2.291,0.135,3,83,1,0.1
